Problem	Run	Gene	Fitness	Operators	NGenerations	PopSize	TournSize	Generation	Accuracy	Size	Depth
data/p4.txt	1	g40	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	20	0.885246	7	3
data/p4.txt	1	g40	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	23	0.901639	7	3
data/p4.txt	1	g41	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	1	0.950820	2	2
data/p4.txt	1	g41	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	5	0.950820	1	1
data/p4.txt	1	g41	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	20	1.000000	1	1
data/p4.txt	1	g42	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	1	0.885246	6	4
data/p4.txt	1	g42	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	2	0.918033	1	1
data/p4.txt	1	g43	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	1	0.950820	3	2
data/p4.txt	1	g43	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	3	1.000000	1	1
data/p4.txt	1	g44	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	1	0.901639	3	2
data/p4.txt	1	g44	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	2	0.983607	2	2
data/p4.txt	1	g45	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	1	0.967213	3	2
data/p4.txt	1	g45	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	3	0.967213	1	1
data/p4.txt	1	g46	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	1	0.868852	7	4
data/p4.txt	1	g46	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	2	0.967213	3	2
data/p4.txt	1	g46	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	3	0.983607	3	2
data/p4.txt	1	g46	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	5	1.000000	3	2
data/p4.txt	1	g47	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	1	0.967213	3	2
data/p4.txt	1	g47	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	2	1.000000	2	2
data/p4.txt	1	g48	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	1	0.885246	3	2
data/p4.txt	1	g48	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	2	0.918033	3	2
data/p4.txt	1	g48	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	3	0.934426	3	3
data/p4.txt	1	g48	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	4	0.934426	1	1
data/p4.txt	1	g49	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	1	0.803279	3	2
data/p4.txt	1	g49	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	2	0.836066	7	4
data/p4.txt	1	g49	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	4	0.868852	9	4
data/p4.txt	1	g49	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	13	0.885246	7	3
data/p4.txt	1	g49	type=Subsumption,minAccuracy=0.9,maxLoss=0.05	AndOrNot	50	256	10	20	0.901639	7	3
